SCENARIO_CODE,FEATURE_URL,FEATURE FILE,SCENARIO_TITLE,SCENARIO,POINTS,Capitalize Gherkin keywords,Limit the number of steps per scenario to a maximum of ten,Line length: Limit the number of characters in each step,Number of syllables per word,Use proper spelling,Use proper grammar,Capitalize the first letter of the first word in a scenario title,Do not use punctuation at the end of step phrases,Use single spaces between words,Indent the content beneath every section header,Do not separate steps within a scenario by blank lines,Use of non-technical language,Do not capitalize words in the step phrases unless they are proper nouns,Follow steps order (Given-When-Then),Separate one scenario from another scenario by one blank line,Space table delimiter pipes (“|”) evenly,"Write all tag names in lowercase, and use hyphens to separate words",Limit the length of tag names to one-third of a scenario title,Use tabular presentation for complex information,Do not use legal jargon,Avoid repetition of steps,Provide a title for each scenario
P07_F13_SC_05,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,not_safe_for_work.feature,Resharing a nsfw post with a picture,"  Scenario: Resharing a nsfw post with a picture
    Given ""tommy@nsfw.example.com"" has a public post with text ""Sexy Senators Gone Wild!"" and a picture

    When I sign in as ""laura@office.example.com"" on the mobile website
    And I toggle all nsfw posts
    And I confirm the alert after I follow ""Reshare""
    Then I should see a ""a.reshare-action.active""

    When I go to the home page
    Then I should not see ""Sexy Senators Gone Wild!""
    And I should not see any picture in my stream
    And I should have 2 nsfw posts",4.68,5,4,4,4,5,4,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5
P07_F14_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,people_aspects.feature,verify different states of the cover button,"  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And I sign in as ""bob@bob.bob"" on the mobile website

  Scenario: verify different states of the cover button
    When I am on ""alice@alice.alice""'s page
    Then the aspect dropdown within ""#author_info"" should be labeled ""Add contact""

    When I select ""Unicorns"" from ""user_aspects"" within ""#author_info""
    Then the aspect dropdown within ""#author_info"" should be labeled ""Unicorns""

    When I select ""Besties"" from ""user_aspects"" within ""#author_info""
    Then the aspect dropdown within ""#author_info"" should be labeled ""In 2 aspects""",4.45,5,4,3,3,5,5,1,5,5,5,3,5,5,5,5,4,5,5,5,5,5,5
P07_F14_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,people_aspects.feature,add contact to aspect,"  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And I sign in as ""bob@bob.bob"" on the mobile website
  Scenario: add contact to aspect
    When I am on ""alice@alice.alice""'s page
    And I select ""Unicorns"" from ""user_aspects"" within ""#author_info""
    Then the aspect dropdown within ""#author_info"" should be labeled ""Unicorns""
    Then I should have 1 contacts in ""Unicorns""",4.64,5,5,4,4,5,4,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
P07_F14_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,people_aspects.feature,remove contact to aspect,"  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And I sign in as ""bob@bob.bob"" on the mobile website
  Scenario: remove contact to aspect
    When I am on ""alice@alice.alice""'s page
    And I select ""Unicorns"" from ""user_aspects"" within ""#author_info""
    Then the aspect dropdown within ""#author_info"" should be labeled ""Unicorns""

    And I select ""Besties"" from ""user_aspects"" within ""#author_info""
    Then the aspect dropdown within ""#author_info"" should be labeled ""In 2 aspects""
    Then I should have 1 contacts in ""Unicorns""

    When I am on ""alice@alice.alice""'s page
    And I select ""Unicorns"" from ""user_aspects"" within ""#author_info""
    Then the aspect dropdown within ""#author_info"" should be labeled ""Besties""
    Then I should have 0 contacts in ""Unicorns""",4.36,5,4,3,3,5,3,1,5,5,5,3,5,5,5,5,4,5,5,5,5,5,5
P07_F15_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,posts_from_main_page.feature,post and delete some text,"  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And I am on the home page
    And I sign in as ""bob@bob.bob"" on the mobile website
    And a user with username ""bob"" is connected with ""alice""
    Given I have following aspects:
      | PostingTo            |
      | NotPostingThingsHere |
    And I have user with username ""alice"" in an aspect called ""PostingTo""
    And I have user with username ""alice"" in an aspect called ""NotPostingThingsHere""

  Scenario: post and delete some text
    Given I visit the mobile publisher page
    And I append ""I am eating yogurt"" to the publisher
    And I select ""Unicorns"" from ""aspect_ids_""
    And I press ""Share""
    When I go to the stream page
    Then I should see ""I am eating yogurt""
    When I confirm the alert after I click on selector ""a.remove""
    Then I should not see ""I am eating yogurt""",4.45,5,3,4,4,5,3,1,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5
P07_F15_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,posts_from_main_page.feature,post a photo without text,"  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And I am on the home page
    And I sign in as ""bob@bob.bob"" on the mobile website
    And a user with username ""bob"" is connected with ""alice""
    Given I have following aspects:
      | PostingTo            |
      | NotPostingThingsHere |
    And I have user with username ""alice"" in an aspect called ""PostingTo""
    And I have user with username ""alice"" in an aspect called ""NotPostingThingsHere""
  Scenario: post a photo without text
    Given I visit the mobile publisher page
    When I attach the file ""spec/fixtures/button.png"" to hidden ""qqfile"" within ""#file-upload-publisher""
    Then I should see ""button.png completed""
    And I should see an uploaded image within the photo drop zone
    When I press ""Share""
    When I go to the stream page
    Then I should see a ""img"" within "".stream-element div.photo-attachments""
    When I log out
    And I sign in as ""alice@alice.alice"" on the mobile website
    When I go to the stream page
    Then I should see a ""img"" within "".stream-element div.photo-attachments""",4.45,5,3,4,4,5,3,1,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5
P07_F15_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,posts_from_main_page.feature,back out of posting a photo-only post,"  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And I am on the home page
    And I sign in as ""bob@bob.bob"" on the mobile website
    And a user with username ""bob"" is connected with ""alice""
    Given I have following aspects:
      | PostingTo            |
      | NotPostingThingsHere |
    And I have user with username ""alice"" in an aspect called ""PostingTo""
    And I have user with username ""alice"" in an aspect called ""NotPostingThingsHere""
  Scenario: back out of posting a photo-only post
    Given I visit the mobile publisher page
    When I accept the alert after I attach the file ""spec/fixtures/bad_urls.txt"" to ""qqfile"" within ""#file-upload-publisher""
    Then I should not see an uploaded image within the photo drop zone
    When I attach the file ""spec/fixtures/button.png"" to hidden ""qqfile"" within ""#file-upload-publisher""
    And I should see ""button.png completed""
    And I click to delete the first uploaded photo
    Then I should not see an uploaded image within the photo drop zone",4.36,5,4,3,3,5,2,1,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5
P07_F15_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,posts_from_main_page.feature,back out of uploading a picture when another has been attached,"  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And I am on the home page
    And I sign in as ""bob@bob.bob"" on the mobile website
    And a user with username ""bob"" is connected with ""alice""
    Given I have following aspects:
      | PostingTo            |
      | NotPostingThingsHere |
    And I have user with username ""alice"" in an aspect called ""PostingTo""
    And I have user with username ""alice"" in an aspect called ""NotPostingThingsHere""
  Scenario: back out of uploading a picture when another has been attached
    Given I visit the mobile publisher page
    And I append ""I am eating yogurt"" to the publisher
    And I attach the file ""spec/fixtures/button.gif"" to hidden ""qqfile"" within ""#file-upload-publisher""
    And I attach the file ""spec/fixtures/button.png"" to hidden ""qqfile"" within ""#file-upload-publisher""
    And I click to delete the first uploaded photo
    Then I should see an uploaded image within the photo drop zone
    And the text area wrapper mobile should be with attachments",4.32,5,4,3,3,5,2,1,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5
P07_F16_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,reactions.feature,like on a mobile post,"  Background:
    Given following users exist:
      | username    | email             |
      | Bob Jones   | bob@bob.bob       |
      | Alice Smith | alice@alice.alice |
    And a user with email ""bob@bob.bob"" is connected with ""alice@alice.alice""
    When ""alice@alice.alice"" has posted a status message with a photo
    And I sign in as ""bob@bob.bob"" on the mobile website

  Scenario: like on a mobile post
    When I click on selector ""a.like-action.inactive""
    Then I should see a ""a.like-action.active""
    And I should see ""1"" within "".like-count""
    When I go to the stream page
    Then I should see a ""a.like-action.active""
    And I should see ""1"" within "".like-count""",4.68,5,4,5,5,5,4,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
P07_F16_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,reactions.feature,liking from the profile view,"  Background:
    Given following users exist:
      | username    | email             |
      | Bob Jones   | bob@bob.bob       |
      | Alice Smith | alice@alice.alice |
    And a user with email ""bob@bob.bob"" is connected with ""alice@alice.alice""
    When ""alice@alice.alice"" has posted a status message with a photo
    And I sign in as ""bob@bob.bob"" on the mobile website
  Scenario: liking from the profile view
    When I am on ""alice@alice.alice""'s page
    And I click on selector ""a.like-action.inactive""
    Then I should see a ""a.like-action.active""
    And I should see ""1"" within "".like-count""
    When I go to the stream page
    Then I should see a ""a.like-action.active""
    And I should see ""1"" within "".like-count""",4.68,5,4,5,5,5,4,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
P07_F16_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,reactions.feature,comment and delete a mobile post,"  Background:
    Given following users exist:
      | username    | email             |
      | Bob Jones   | bob@bob.bob       |
      | Alice Smith | alice@alice.alice |
    And a user with email ""bob@bob.bob"" is connected with ""alice@alice.alice""
    When ""alice@alice.alice"" has posted a status message with a photo
    And I sign in as ""bob@bob.bob"" on the mobile website
  Scenario: comment and delete a mobile post
    When I click on selector ""a.comment-action.inactive""
    And I fill in the following:
        | text            | is that a poodle?    |
    And I press ""Comment""
    Then I should see ""is that a poodle?"" within "".comment-container""
    When I go to the stream page
    And I should see ""1 comment"" within "".show-comments""
    And I should see ""1"" within "".comment-count""
    When I click on selector ""a.show-comments""
    And I click on selector ""a.comment-action""
    And I confirm the alert after I click on selector ""a.remove""
    Then I should see ""0 comments"" within "".show-comments""",4.59,5,4,4,4,5,4,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
P07_F17_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,registrations.feature,user signs up and goes to getting started,"  Background:
    Given I am on the new user registration page

  Scenario: user signs up and goes to getting started
    When I fill in the new user form
    And I press ""Create account""
    Then I should be on the getting started page
    And I should see the 'getting started' contents",4.82,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P07_F17_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,registrations.feature,user fills in bogus data - client side validation,"  Scenario: user fills in bogus data - client side validation
    When I fill in the following:
        | user_username        | $%&(/&%$&/=)(/    |
    And I press ""Create account""
    Then I should not be able to sign up
    And I should have a validation error on ""user_username, user_password, user_email""

    When I fill in the following:
        | user_username     | valid_user                        |
        | user_email        | this is not a valid email $%&/()( |
    And I press ""Create account""
    Then I should not be able to sign up
    And I should have a validation error on ""user_password, user_email""

    When I fill in the following:
        | user_email        | valid@email.com        |
        | user_password     | 1                      |
    And I press ""Create account""
    Then I should not be able to sign up
    And I should have a validation error on ""user_password, user_password_confirmation""",4.45,5,4,4,4,5,5,1,5,5,5,3,5,5,4,5,3,5,5,5,5,5,5
P07_F18_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,reshare.feature,Resharing a post from a single post page,"  Background:
    Given following users exist:
      | username    | email             |
      | Bob Jones   | bob@bob.bob       |
      | Alice Smith | alice@alice.alice |
      | Eve Doe     | eve@eve.eve       |
    And a user with email ""bob@bob.bob"" is connected with ""alice@alice.alice""
    And a user with email ""eve@eve.eve"" is connected with ""bob@bob.bob""
    Given ""bob@bob.bob"" has a public post with text ""reshare this!""
    And I sign in as ""alice@alice.alice"" on the mobile website

  Scenario: Resharing a post from a single post page
    And I confirm the alert after I click on selector "".reshare-action.inactive""
    Then I should see a "".reshare-action.active""
    When I go to the stream page
    Then I should see ""Reshared via"" within "".reshare_via""",4.73,5,4,5,5,5,2,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5
P07_F18_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,reshare.feature,Resharing a post from a single post page that is reshared,"  Background:
    Given following users exist:
      | username    | email             |
      | Bob Jones   | bob@bob.bob       |
      | Alice Smith | alice@alice.alice |
      | Eve Doe     | eve@eve.eve       |
    And a user with email ""bob@bob.bob"" is connected with ""alice@alice.alice""
    And a user with email ""eve@eve.eve"" is connected with ""bob@bob.bob""
    Given ""bob@bob.bob"" has a public post with text ""reshare this!""
    And I sign in as ""alice@alice.alice"" on the mobile website
  Scenario: Resharing a post from a single post page that is reshared
    Given the post with text ""reshare this!"" is reshared by ""eve@eve.eve""
    And a user with email ""alice@alice.alice"" is connected with ""eve@eve.eve""
    And I confirm the alert after I click on the first selector "".reshare-action.inactive""
    Then I should see a "".reshare-action.active""
    When I go to the stream page
    Then I should see ""Reshared via"" within "".reshare_via""",4.73,5,4,5,5,5,2,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5
P07_F18_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,reshare.feature,Delete original reshared post,"  Background:
    Given following users exist:
      | username    | email             |
      | Bob Jones   | bob@bob.bob       |
      | Alice Smith | alice@alice.alice |
      | Eve Doe     | eve@eve.eve       |
    And a user with email ""bob@bob.bob"" is connected with ""alice@alice.alice""
    And a user with email ""eve@eve.eve"" is connected with ""bob@bob.bob""
    Given ""bob@bob.bob"" has a public post with text ""reshare this!""
    And I sign in as ""alice@alice.alice"" on the mobile website
  Scenario: Delete original reshared post
    Given ""alice@alice.alice"" has a public post with text ""Don't reshare this!""
    And the post with text ""Don't reshare this!"" is reshared by ""bob@bob.bob""
    When I toggle the mobile view
    And I am on ""alice@alice.alice""'s page
    And I click to delete the first post
    And I log out
    And I sign in as ""bob@bob.bob"" on the mobile website
    Then I should see ""Original post deleted by author"" within "".reshare""
    And I log out
    And I sign in as ""eve@eve.eve"" on the mobile website
    And I toggle the mobile view
    Then I should see ""Original post deleted by author"" within "".reshare""",4.77,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
P07_F18_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,reshare.feature,Not resharing own post,"  Background:
    Given following users exist:
      | username    | email             |
      | Bob Jones   | bob@bob.bob       |
      | Alice Smith | alice@alice.alice |
      | Eve Doe     | eve@eve.eve       |
    And a user with email ""bob@bob.bob"" is connected with ""alice@alice.alice""
    And a user with email ""eve@eve.eve"" is connected with ""bob@bob.bob""
    Given ""bob@bob.bob"" has a public post with text ""reshare this!""
    And I sign in as ""alice@alice.alice"" on the mobile website
  Scenario: Not resharing own post
    Given I sign in as ""bob@bob.bob"" on the mobile website
    Then I should see a "".reshare-action.disabled""
    And I should not see any alert after I click on selector "".reshare-action""
    And I should not see a "".reshare-action.active""
    When I go to the stream page
    Then I should not see a "".reshare_via""",4.77,5,4,5,5,5,3,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5
P07_F19_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,stream.feature,Show post with correct timestamp,"  Background:
    Given following users exist:
      | username   |
      | alice      |
      | bob        |
    And a user with username ""bob"" is connected with ""alice""
    And ""alice@alice.alice"" has a public post with text ""Hello! I am #newhere""

  Scenario: Show post with correct timestamp
    When I sign in as ""bob@bob.bob"" on the mobile website
    And I go to the stream page
    Then I should see ""Hello! I am #newhere"" within "".ltr""
    And I should see ""less than a minute ago"" within ""#main-stream""",4.86,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
P07_F20_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,tags.feature,Start and stop following a tag,"  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And ""alice@alice.alice"" has a public post with text ""Hello! I am #newhere""
    When I sign in as ""bob@bob.bob"" on the mobile website
    And I visit the mobile search page
    And I fill in the following within ""#main"":
        | q            | #newhere    |
    And I press ""Search""
    Then I should see ""Follow #newhere"" within "".tag_following_action""

  Scenario: Start and stop following a tag
    When I click on selector "".tag_following_action""
    Then I should see ""Stop following #newhere"" within "".tag_following_action""
    When I am on the home page
    Then I should see ""Hello! I am #newhere""

    When I visit the mobile search page
    And I fill in the following within ""#main"":
        | q            | #newhere    |
    And I press ""Search""
    Then I should see ""Stop following #newhere"" within "".tag_following_action""

    When I click on selector "".tag_following_action""
    Then I should see ""Follow #newhere"" within "".tag_following_action""
    When I am on the home page
    Then I should not see ""Hello! I am #newhere""",4.77,5,3,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5
P07_F20_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,tags.feature,Manage tags,"  Background:
    Given following users exist:
      | username   |
      | bob        |
      | alice      |
    And ""alice@alice.alice"" has a public post with text ""Hello! I am #newhere""
    When I sign in as ""bob@bob.bob"" on the mobile website
    And I visit the mobile search page
    And I fill in the following within ""#main"":
        | q            | #newhere    |
    And I press ""Search""
    Then I should see ""Follow #newhere"" within "".tag_following_action""
  Scenario: Manage tags
    When I click on selector "".tag_following_action""
    Then I should see ""Stop following #newhere"" within "".tag_following_action""
    When I am on the manage tag followings page
    Then I should see ""#newhere"" within ""ul.followed_tags""

    When I confirm the alert after I click on selector "".tag_following_action.only-delete""
    Then I should see ""You aren't following any tags.""
    When I am on the home page
    Then I should not see ""Hello! I am #newhere""",4.68,5,3,4,4,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5
P07_F21_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,user_applications.feature,displaying authorizations,"  Background:
    Given following users exist:
      | username    | email                 |
      | Augier      | augier@example.org    |
    And a client with a provided picture exists for user ""augier@example.org""
    And a client exists for user ""augier@example.org""

  Scenario: displaying authorizations
    When I sign in as ""augier@example.org"" on the mobile website
    And I go to the user applications page
    Then I should see 2 authorized applications
    And I should see 1 authorized applications with no provided image
    And I should see 1 authorized applications with an image",4.45,5,4,3,3,5,3,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
P07_F21_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/diaspora-develop/features/mobile,user_applications.feature,revoke an authorization,"  Background:
    Given following users exist:
      | username    | email                 |
      | Augier      | augier@example.org    |
    And a client with a provided picture exists for user ""augier@example.org""
    And a client exists for user ""augier@example.org""
  Scenario: revoke an authorization
    When I sign in as ""augier@example.org"" on the mobile website
    And I go to the user applications page
    And I revoke the first authorization
    Then I should see 1 authorized applications
    And I revoke the first authorization
    Then I should see 0 authorized applications",4.55,5,4,3,3,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
P08_F01_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,collections.feature,adding a collection,"	Background:
		Given I am a user
		And on my collections page

	@javascript
	Scenario: adding a collection
		When I specify that I wish to add a new collection
		And I give it a title, description and pick a cover image
		Then I should see that collection on my collections page
		",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P08_F01_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,collections.feature,editing a collection,"	Background:
		Given I am a user
		And on my collections page
	@javascript
	Scenario: editing a collection
		When I click the 'Toggle Edit' button
		And I have clicked and edited the collection's title and description
		Then I should see the new properties on my collections page",4.45,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P08_F02_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,creating_opportunities.feature,filling in opportunity details,"	Background:
		Given I am a user
		And I am a member of an organisation
		And I am on my organisation profile
		# And I click the 'Opportunities' link of my profile
		And I specify that I wish to create an opportunity

	@javascript
	Scenario: filling in opportunity details
		When I give my opportunity a title, image, description and deadline, and requirements
		# And I click submit
		Then I should see my opportunity on my organisation page",4.41,5,4,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P08_F03_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,organisations.feature,Having entered these details,"	Background:
		Given I am a user
		# And on my homepage
		And I click 'Create Organisation'
		And I specify its name, profile-image, network and organisation type

		@javascript
		Scenario: Having entered these details
			Then I should see these details on my newly created profile
			And on my own profile I should be able to see my profile role",4.64,5,5,2,2,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
P08_F04_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,profile_creation.feature,Having entered details,"	Background: I am a first time user
		Given I have just signed up
		And I have filled in my name, type of creative, network, and attached a profile picture


	@javascript
	Scenario: Having entered details
		Then I should see them on my newly created profile",4.68,5,5,2,2,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
P08_F04_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,profile_creation.feature,I have finished editing,"	Background: I am a first time user
		Given I have just signed up
		And I have filled in my name, type of creative, network, and attached a profile picture
	@javascript
	Scenario: I have finished editing
		When I click the 'Toggle Edit' button
		Then I should not be able to edit my profile information",4.73,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P08_F04_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,profile_creation.feature,My profile is only set to already-editable on first login,"	Background: I am a first time user
		Given I have just signed up
		And I have filled in my name, type of creative, network, and attached a profile picture
	@javascript
	Scenario: My profile is only set to already-editable on first login
		When I log out
		And log back in
		And I visit my profile
		Then my profile should be uneditable by default",4.68,5,5,2,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P08_F05_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,signing_up.feature,Visiting ffolio for the first time,"	Scenario: Visiting ffolio for the first time
	Given that I arrive on the ffolio site
	And I register for a ffolio account
	Then I should be on my profile
	And I should be invited to fill in my profile details",4.5,5,5,2,2,5,5,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5
P08_F06_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,submitting_to_opportunities.feature,filling in opportunity details,"	Background:
		Given I am a user
		Given I have works
		And I am on the profile of an organisation who have published an opportunity
		And I click the 'Submit To Opportunity' link


		@javascript
		Scenario: filling in opportunity details
			When I select which work and add a message
			And I click the submit button
			And I go on my homepage
			Then I should see a thumbnail of my submission along with an acceptance status",4.45,5,4,2,2,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P08_F07_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,uploading_images.feature,uploading the first of a category in the right format without specifying group,"	Background:
		Given I am a user
		And on my profile
		# And I click the 'Work' link on my profile cover
		And I specify that I wish to upload art


	@javascript
	Scenario: uploading the first of a category in the right format without specifying group
		When I attach an image
		And I give it a title, medium, genre and captions
		And I click submit
		Then I should see the image in the default group
		And I should see the image in on its collection page",4.55,5,4,3,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P08_F07_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,uploading_images.feature,not uploading anything,"	Background:
		Given I am a user
		And on my profile
		# And I click the 'Work' link on my profile cover
		And I specify that I wish to upload art
	@javascript
	Scenario: not uploading anything
		When I fail to attach an image
		Then I should not be allowed to submit",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P08_F07_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,uploading_images.feature,not specifying a title,"	Background:
		Given I am a user
		And on my profile
		# And I click the 'Work' link on my profile cover
		And I specify that I wish to upload art
	@javascript
	Scenario: not specifying a title
		When I fail to specify a title
		Then I should not be allowed to submit",4.55,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P08_F08_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,uploading_text.feature,,"	Background:
		Given I am a user
		And on my profile
		# And I click the 'Work' link on my profile cover
		And I specify that I wish to upload text

	@javascript
	Scenario:
		When I enter text
		And I upload a thumbnail, add a title, genres and a short description
		And I click submit
		Then I should see the work's thumbnail, title, short description and genres in the default group
		And I should see the content of the work",4.41,5,4,3,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
P08_F09_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/folioapp-master/features,work_priority.feature,giving an image priority,"	@javascript
	Scenario: giving an image priority
		Given I have a piece of work
		And I am on the collection page for an image
		And I specify that I wish to show it on my cover
		Then I should see that work and its details on my profile cover.",4.59,5,5,3,3,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
P09_F01_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,cache.feature,Default Cache directory,"  Scenario: Default Cache directory
    Given I have an ""index.md"" page that contains ""{{ site.title }}""
    And I have a configuration file with ""title"" set to ""Hello World""
    When I run jekyll build
    Then I should get a zero exit status
    And the .jekyll-cache directory should exist
    And the .jekyll-cache/Jekyll/Cache/Jekyll--Cache directory should exist
    And the _site directory should exist
    And I should see ""<p>Hello World</p>"" in ""_site/index.html""",4.64,5,5,2,2,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5
P09_F01_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,cache.feature,Custom Cache directory,"  Scenario: Custom Cache directory
    Given I have an ""index.md"" page that contains ""{{ site.title }}""
    And I have a configuration file with:
      | key       | value       |
      | title     | Hello World |
      | cache_dir | .foo-cache  |
    When I run jekyll build
    Then I should get a zero exit status
    And the .foo-cache directory should exist
    And the .foo-cache/Jekyll/Cache/Jekyll--Cache directory should exist
    But the .jekyll-cache directory should not exist
    And the _site directory should exist
    And I should see ""<p>Hello World</p>"" in ""_site/index.html""",4.64,5,4,3,3,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5
P09_F01_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,cache.feature,Disk usage in safe mode,"  Scenario: Disk usage in safe mode
    Given I have an ""index.md"" page that contains ""{{ site.title }}""
    And I have a configuration file with ""title"" set to ""Hello World""
    When I run jekyll build --safe
    Then I should get a zero exit status
    But the .jekyll-cache directory should not exist
    And the _site directory should exist
    And I should see ""<p>Hello World</p>"" in ""_site/index.html""",4.59,5,5,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
P09_F01_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/jekyll-master/features,cache.feature,Disabling disk usage in non-safe mode,"
  Scenario: Disabling disk usage in non-safe mode
    Given I have an ""index.md"" page that contains ""{{ site.title }}""
    And I have a configuration file with ""title"" set to ""Hello World""
    When I run jekyll build --disable-disk-cache
    Then I should get a zero exit status
    And the _site directory should exist
    And I should see ""<p>Hello World</p>"" in ""_site/index.html""
    But the .jekyll-cache directory should not exist",4.77,5,5,3,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
